light_id,x_coordinate,y_coordinate
supercalifragilisticexpealidigital:1-214,65,23
supercalifragilisticexpealidigital:1-215,65,22
supercalifragilisticexpealidigital:1-216,65,21
supercalifragilisticexpealidigital:1-217,65,20
supercalifragilisticexpealidigital:1-218,65,19
supercalifragilisticexpealidigital:1-219,65,18
supercalifragilisticexpealidigital:1-220,65,17
supercalifragilisticexpealidigital:1-221,65,16
supercalifragilisticexpealidigital:1-222,65,15
supercalifragilisticexpealidigital:1-223,65,14
supercalifragilisticexpealidigital:1-224,65,13
supercalifragilisticexpealidigital:1-225,65,12
supercalifragilisticexpealidigital:1-226,65,11
supercalifragilisticexpealidigital:1-227,65,10
supercalifragilisticexpealidigital:1-228,65,9
supercalifragilisticexpealidigital:1-229,65,8
supercalifragilisticexpealidigital:1-230,65,7
supercalifragilisticexpealidigital:1-231,65,6
supercalifragilisticexpealidigital:1-232,65,5
supercalifragilisticexpealidigital:1-233,65,4
supercalifragilisticexpealidigital:1-234,65,3
supercalifragilisticexpealidigital:1-235,65,2
supercalifragilisticexpealidigital:1-236,65,1
supercalifragilisticexpealidigital:2-1,0,0
supercalifragilisticexpealidigital:2-2,0,1
supercalifragilisticexpealidigital:2-3,0,2
supercalifragilisticexpealidigital:2-4,0,3
supercalifragilisticexpealidigital:2-5,0,4
supercalifragilisticexpealidigital:2-6,0,5
supercalifragilisticexpealidigital:2-7,0,6
supercalifragilisticexpealidigital:2-8,0,7
supercalifragilisticexpealidigital:2-9,0,8
supercalifragilisticexpealidigital:2-10,0,9
supercalifragilisticexpealidigital:2-11,0,10
supercalifragilisticexpealidigital:2-12,0,11
supercalifragilisticexpealidigital:2-13,0,12
supercalifragilisticexpealidigital:2-14,0,13
supercalifragilisticexpealidigital:2-15,0,14
supercalifragilisticexpealidigital:2-16,0,15
supercalifragilisticexpealidigital:2-17,0,16
supercalifragilisticexpealidigital:2-18,0,17
supercalifragilisticexpealidigital:2-19,0,18
supercalifragilisticexpealidigital:2-20,0,19
supercalifragilisticexpealidigital:2-21,0,20
supercalifragilisticexpealidigital:2-22,0,21
supercalifragilisticexpealidigital:2-23,0,22
supercalifragilisticexpealidigital:2-24,0,23
supercalifragilisticexpealidigital:2-25,0,24
supercalifragilisticexpealidigital:2-26,0,25
supercalifragilisticexpealidigital:2-27,0,26
supercalifragilisticexpealidigital:2-28,0,27
supercalifragilisticexpealidigital:2-29,0,28
supercalifragilisticexpealidigital:2-30,0,29
supercalifragilisticexpealidigital:2-31,0,30
supercalifragilisticexpealidigital:2-32,0,31
supercalifragilisticexpealidigital:2-33,0,32
supercalifragilisticexpealidigital:2-34,0,33
supercalifragilisticexpealidigital:2-35,0,34
supercalifragilisticexpealidigital:2-36,0,35
supercalifragilisticexpealidigital:2-37,0,36
supercalifragilisticexpealidigital:2-38,0,37
supercalifragilisticexpealidigital:2-39,0,38
supercalifragilisticexpealidigital:2-40,0,39
supercalifragilisticexpealidigital:2-41,0,40
supercalifragilisticexpealidigital:2-42,0,41
supercalifragilisticexpealidigital:2-43,0,42
supercalifragilisticexpealidigital:2-44,0,43
supercalifragilisticexpealidigital:2-45,0,44
supercalifragilisticexpealidigital:2-46,0,45
supercalifragilisticexpealidigital:2-47,0,46
supercalifragilisticexpealidigital:2-48,0,47
supercalifragilisticexpealidigital:2-49,0,48
supercalifragilisticexpealidigital:2-50,0,49
supercalifragilisticexpealidigital:2-51,0,50
supercalifragilisticexpealidigital:2-52,0,51
supercalifragilisticexpealidigital:2-53,0,52
supercalifragilisticexpealidigital:2-54,0,53
supercalifragilisticexpealidigital:2-55,0,54
supercalifragilisticexpealidigital:2-56,0,55
supercalifragilisticexpealidigital:2-57,0,56
supercalifragilisticexpealidigital:2-58,0,57
supercalifragilisticexpealidigital:2-59,0,58
supercalifragilisticexpealidigital:2-60,0,59
supercalifragilisticexpealidigital:2-61,0,60
supercalifragilisticexpealidigital:2-62,0,61
supercalifragilisticexpealidigital:2-63,0,62
supercalifragilisticexpealidigital:2-64,0,63
supercalifragilisticexpealidigital:2-65,0,64
supercalifragilisticexpealidigital:2-66,0,65
supercalifragilisticexpealidigital:2-67,0,66
supercalifragilisticexpealidigital:2-68,0,67
supercalifragilisticexpealidigital:2-69,0,68
supercalifragilisticexpealidigital:2-70,0,69
supercalifragilisticexpealidigital:2-71,0,70
supercalifragilisticexpealidigital:2-72,0,71
supercalifragilisticexpealidigital:2-73,0,72
supercalifragilisticexpealidigital:2-74,0,73
supercalifragilisticexpealidigital:2-75,0,74
supercalifragilisticexpealidigital:2-76,0,75
supercalifragilisticexpealidigital:2-77,0,76
supercalifragilisticexpealidigital:2-78,0,77
supercalifragilisticexpealidigital:2-79,0,78
supercalifragilisticexpealidigital:2-80,0,79
supercalifragilisticexpealidigital:2-81,0,80
supercalifragilisticexpealidigital:2-82,0,81
supercalifragilisticexpealidigital:2-83,0,82
supercalifragilisticexpealidigital:2-84,0,83
supercalifragilisticexpealidigital:2-85,0,84
supercalifragilisticexpealidigital:2-86,0,85
supercalifragilisticexpealidigital:2-87,0,86
supercalifragilisticexpealidigital:2-88,0,87
supercalifragilisticexpealidigital:2-89,0,88
supercalifragilisticexpealidigital:2-90,0,89
supercalifragilisticexpealidigital:2-91,0,90
supercalifragilisticexpealidigital:2-92,0,91
supercalifragilisticexpealidigital:2-93,0,92
supercalifragilisticexpealidigital:2-94,0,93
supercalifragilisticexpealidigital:2-95,0,94
supercalifragilisticexpealidigital:2-96,0,95
supercalifragilisticexpealidigital:2-97,0,96
supercalifragilisticexpealidigital:2-98,0,97
